iter	MultiClass
148	0.5558552848
149	0.5550565637
150	0.554662695
151	0.554355807
152	0.5541538373
153	0.5537016558
154	0.553356905
155	0.5529078955
156	0.5525790284
157	0.5519867252
158	0.5516483804
159	0.5512854846
160	0.550946376
161	0.550350528
162	0.5501371946
163	0.5497595397
164	0.5490493877
165	0.5486752769
166	0.5482607355
167	0.5478017762
168	0.5474778113
169	0.5471126773
170	0.5466700085
171	0.5463088391
172	0.5459609569
173	0.5456526905
174	0.5453634857
175	0.5451307015
176	0.5446888606
177	0.5439822296
178	0.5437825192
179	0.5434546865
180	0.5430840492
181	0.5427926938
182	0.542223578
183	0.5417877914
184	0.541547853
185	0.5412471898
186	0.5408916184
187	0.5406950787
188	0.5405065304
189	0.5400409204
190	0.5397835776
191	0.5395613032
192	0.5390547449
193	0.5388069462
194	0.5382890424
195	0.5380112657
196	0.5375035282
197	0.5371723292
198	0.5367460613
199	0.5364422072
200	0.5360232295
201	0.5357396275
202	0.5355176614
203	0.5351264055
204	0.534802101
205	0.5344825932
206	0.5339257812
207	0.5337192245
208	0.5331695409
209	0.5330384047
210	0.5326559825
211	0.5324230935
212	0.5320501133
213	0.5318672358
214	0.5314898092
215	0.5310889227
216	0.5309161205
217	0.5305579587
218	0.5303688264
219	0.5300300127
220	0.5298849435
221	0.5294495615
222	0.5292832704
223	0.528987909
224	0.528614834
225	0.5283990368
226	0.5280949938
227	0.5277537367
228	0.5274395624
229	0.527298149
230	0.5270735914
231	0.5269184703
232	0.5265065196
233	0.5262124658
234	0.5259263636
235	0.5254328657
236	0.5252037311
237	0.5248466323
238	0.5246050111
239	0.5244775213
240	0.5242942768
241	0.524081457
242	0.5237909964
243	0.5234941073
244	0.5231863459
245	0.5228795766
246	0.5227422373
247	0.5224133217
248	0.5220855256
249	0.5217765421
250	0.5215463809
251	0.5211284812
252	0.5209680565
253	0.5208186823
254	0.5206352424
255	0.5204061692
256	0.5201719966
257	0.5199733395
258	0.5196792711
259	0.5194549034
260	0.5192817807
261	0.5191282993
262	0.5188987157
263	0.5185670871
264	0.5183522627
265	0.5179614498
266	0.517786336
267	0.5175401474
268	0.5173067586
269	0.5169801162
270	0.5167825282
271	0.5166363521
272	0.5163423067
273	0.5160233895
274	0.5157382123
275	0.5155033709
276	0.5153013978
277	0.5149668175
278	0.5146731192
279	0.5145018062
280	0.5142709965
281	0.5137170802
282	0.5135956267
283	0.5132042898
284	0.5129969546
285	0.5127687746
286	0.5126043077
287	0.5124411584
288	0.5121697357
289	0.5119390533
290	0.5115258576
291	0.5112797126
292	0.5110031402
293	0.5109176157
294	0.5106066345
295	0.5104536948
296	0.5103134542
297	0.5100400991
298	0.5098018607
299	0.5094263958
300	0.5092193904
301	0.5089676249
302	0.5086862861
303	0.5085538259
304	0.5084359607
305	0.5081440979
306	0.507942999
307	0.5078897111
308	0.5076731084
309	0.5075250264
310	0.5073472517
311	0.5071658303
312	0.506990332
313	0.5068827848
314	0.5067269302
315	0.5066246778
316	0.5062958659
317	0.5061256426
318	0.5058715038
319	0.5056065377
320	0.5054567537
321	0.5053641778
322	0.5052031965
323	0.5048265668
324	0.5045883687
325	0.5043889107
326	0.5042775566
327	0.5041080358
328	0.5038155398
329	0.503699726
330	0.5034931941
331	0.503160611
332	0.5029759183
333	0.5026969216
334	0.5024493585
335	0.5023468292
336	0.5022127412
337	0.502112404
338	0.5019310012
339	0.5017215621
340	0.5014593247
341	0.5013364794
342	0.5012027253
343	0.5009668093
344	0.500819235
345	0.5006030157
346	0.5004329542
347	0.5002591257
348	0.5001149831
349	0.5000014744
350	0.4996131289
351	0.4994731634
352	0.4992993631
353	0.4991530166
354	0.4990732096
355	0.4989737414
356	0.4987812008
357	0.4985291931
358	0.4982414166
359	0.4981806562
360	0.497946897
361	0.4978351861
362	0.497721452
363	0.4975538585
364	0.4973768554
365	0.4971467591
366	0.4970405343
367	0.4968495241
368	0.4966781194
369	0.4964563461
370	0.4963414606
371	0.4961685997
372	0.495879852
373	0.4956204681
374	0.4954511476
375	0.4952293385
376	0.4950094032
377	0.4947435558
378	0.494496042
379	0.4942474284
380	0.4940895676
381	0.493867919
382	0.4937094957
383	0.4935548911
384	0.4934588809
385	0.4932642569
386	0.4930939977
387	0.492813283
388	0.4925948235
389	0.4923034999
390	0.4921687366
391	0.4919608731
392	0.4918311062
393	0.491697451
394	0.4915783343
395	0.4914969757
396	0.4912923551
397	0.4910881421
398	0.4909690114
399	0.4908560277
400	0.4907233607
401	0.4906169236
402	0.490470152
403	0.4902161037
404	0.4899945494
405	0.4897518445
406	0.4896340187
407	0.4894644821
408	0.4893255539
409	0.4891575098
410	0.4890476894
411	0.4890039219
412	0.4888538269
413	0.4887014059
414	0.4884730673
415	0.4883372054
416	0.4881297625
417	0.4879832099
418	0.487815587
419	0.4876403576
420	0.4874414833
421	0.4872531674
422	0.4870272025
423	0.4868601085
424	0.4867889104
425	0.4866561496
426	0.486555264
427	0.486459862
428	0.486369492
429	0.4862660519
430	0.4861753009
431	0.4859430441
432	0.4858621605
433	0.4857062313
434	0.4856084589
435	0.4854684793
436	0.485322016
437	0.4851395999
438	0.4849005342
439	0.4847643983
440	0.4846580619
441	0.4845439554
442	0.4844084708
443	0.484210224
444	0.4839797802
445	0.4837699398
446	0.4836636264
447	0.483553668
448	0.4834149567
449	0.4832626352
450	0.4830142511
451	0.4829016042
452	0.4828180614
453	0.4825989013
454	0.4823886337
455	0.4821150544
456	0.481986349
457	0.4818088827
458	0.4816013954
459	0.4814646471
460	0.4811575941
461	0.4809976062
462	0.4807847396
463	0.4806527781
464	0.4805581591
465	0.4803776791
466	0.4801677944
467	0.4800166785
468	0.4798628053
469	0.4797089968
470	0.4795364794
471	0.4793945471
472	0.4792210426
473	0.4790168482
474	0.4788700427
475	0.4787751559
476	0.478688665
477	0.4785619798
478	0.4783890108
479	0.4782697696
480	0.4780962917
481	0.4780114153
482	0.4778173553
483	0.4776728794
484	0.4774959523
485	0.4773215382
486	0.4771587644
487	0.4769626735
488	0.4768418575
489	0.4766731639
490	0.4765576083
491	0.4763580503
492	0.4762655915
493	0.4760858117
494	0.4760253141
495	0.4758941127
496	0.4757228281
497	0.4756244626
498	0.4755244389
499	0.475413772
500	0.4752537949
501	0.475085222
502	0.474906865
503	0.4748228854
504	0.4746920423
505	0.4745607058
506	0.4744116145
507	0.4743417306
508	0.4743120793
509	0.4741114399
510	0.4739653608
511	0.4737733497
512	0.4736403465
513	0.473538432
514	0.4734625069
515	0.4733598265
516	0.4732584479
517	0.4730841173
518	0.4730029103
519	0.4728871154
520	0.4727308686
521	0.4726330722
522	0.4725720106
523	0.4724748119
524	0.4722801849
525	0.4721546144
526	0.4720530738
527	0.4719049559
528	0.4717277514
529	0.471585152
530	0.4714713156
531	0.4713358326
532	0.4712176618
533	0.4711245754
534	0.4709949419
535	0.4708849817
536	0.4708258655
537	0.4706587718
538	0.4705809429
539	0.4704400625
540	0.4703039079
541	0.4701988883
542	0.4700650831
543	0.4699697804
544	0.4698182657
545	0.4696886081
546	0.4695401844
547	0.4694353331
548	0.469308862
549	0.4691983829
550	0.4690848925
551	0.4688198218
552	0.4687473384
553	0.4686052507
554	0.4684062087
555	0.4683135025
556	0.46819717
557	0.4680141341
558	0.4679002822
559	0.467659068
560	0.4675976053
561	0.4675097802
562	0.467389778
563	0.4672288154
564	0.4671767472
565	0.4671070345
566	0.4669590216
567	0.4668440855
568	0.4666299266
569	0.4665419445
570	0.4663684476
571	0.4661700769
572	0.4660928356
573	0.4659938989
574	0.4658735378
575	0.4657658571
576	0.4655039803
577	0.4653917077
578	0.4652768895
579	0.4652035073
580	0.4650024335
581	0.4647973579
582	0.464649276
583	0.4644779643
584	0.4644206313
585	0.4643603279
586	0.4643026338
587	0.4641958261
588	0.4639773105
589	0.4638328572
590	0.4637502242
591	0.4636778767
592	0.4636174755
593	0.4635474195
594	0.4634656923
595	0.4633259433
596	0.4632759317
597	0.4631556199
598	0.4630558579
599	0.4629008333
600	0.4628113227
601	0.4626923181
602	0.4625540457
603	0.4624660767
604	0.4622363766
605	0.462150693
606	0.4620324371
607	0.4618752015
608	0.4618265861
609	0.4617423098
610	0.4616188903
611	0.4614589089
612	0.4612548992
613	0.4611596138
614	0.4610243208
615	0.4608932484
616	0.4607690669
617	0.460636575
618	0.4605243455
619	0.4604136535
620	0.4602709602
621	0.4601462412
622	0.4600094244
623	0.4599151493
624	0.4598262686
625	0.45966063
626	0.4594880284
627	0.4593120386
628	0.459204504
629	0.4591807606
630	0.4590398108
631	0.4589831444
632	0.4588556855
633	0.4587139357
634	0.4585887131
635	0.4585145544
636	0.4583593694
637	0.4582605995
638	0.4581077356
639	0.4580086401
640	0.4578974839
641	0.4577730757
642	0.4576717452
643	0.4575898757
644	0.4575373701
645	0.457474752
646	0.4572687246
647	0.4571716862
648	0.4570570676
649	0.4568880288
650	0.4567995457
651	0.4567347547
652	0.4565951089
653	0.4564528523
654	0.4563416951
655	0.4561803047
656	0.4561026822
657	0.456026156
658	0.4559315023
659	0.4558809515
660	0.4558189832
661	0.4557344391
662	0.4556158569
663	0.4555213609
664	0.4553687597
665	0.4552687104
666	0.4551654641
667	0.4550406218
668	0.4549649623
669	0.4548878705
670	0.4548309836
671	0.45475033
672	0.4545698871
673	0.4544423549
674	0.4543493912
675	0.454231728
676	0.4541570123
677	0.4540628583
678	0.4539700208
679	0.4538970307
680	0.4537456601
681	0.4536318772
682	0.4535646051
683	0.4534549647
684	0.4534050175
685	0.4533077506
686	0.4531995701
687	0.4531186052
688	0.4529047093
689	0.4528189197
690	0.452729973
691	0.4526498751
692	0.4525591733
693	0.4524744553
694	0.4523591287
695	0.4522313141
696	0.452139118
697	0.4520300171
698	0.4519206217
699	0.4518372031
700	0.4516140983
701	0.4514925258
702	0.4513249416
703	0.4512032636
704	0.451053849
705	0.4509547487
706	0.4509026621
707	0.4507734408
708	0.4506880618
709	0.4505651483
710	0.4504691532
711	0.450361892
712	0.4502501801
713	0.4501917891
714	0.450116669
715	0.4499635197
716	0.4498989244
717	0.4498452313
718	0.4497501142
719	0.4496497769
720	0.4495727492
721	0.4494942641
722	0.4493549812
723	0.4492578205
724	0.4491564588
725	0.449041429
726	0.4489697243
727	0.448865733
728	0.4487341403
729	0.4485874522
730	0.4484646092
731	0.4482593883
732	0.448209606
733	0.4481188912
734	0.4480413724
735	0.4479607071
736	0.4478433112
737	0.4476418431
738	0.4475367612
739	0.4473877825
740	0.4473205849
741	0.4471937573
742	0.4470833188
743	0.4470142908
744	0.4468862027
745	0.4467388485
746	0.4466188363
747	0.4465561862
748	0.4464675572
749	0.4463825378
750	0.4462401661
751	0.4460212706
752	0.4459453423
753	0.4458273682
754	0.4456987798
755	0.4456225709
756	0.4455255619
757	0.4454144081
758	0.4453326767
759	0.4452869891
760	0.4452068505
761	0.4451551855
762	0.445068615
763	0.4449485249
764	0.4448965115
765	0.4447701708
766	0.4446139968
767	0.4445577158
768	0.4444533563
769	0.4442326009
770	0.4441335615
771	0.4440534844
772	0.4438607094
773	0.4437276724
774	0.4436457253
775	0.4435818444
776	0.4434867682
777	0.4433841
778	0.4433111743
779	0.4432284151
780	0.4431948779
781	0.4430302507
782	0.4429383877
783	0.4428507329
784	0.4428067804
785	0.4427071347
786	0.4426427023
787	0.4425787122
788	0.4425162259
789	0.4424473753
790	0.4423423654
791	0.4422548539
792	0.4421781195
793	0.4420761978
794	0.4419958999
795	0.4419252583
796	0.4418065564
797	0.4416679083
798	0.4415775225
799	0.4415065241
800	0.4414192109
801	0.4413390554
802	0.4412827191
803	0.44116763
804	0.441015774
805	0.440947166
806	0.4408770944
807	0.4407217897
808	0.4406621132
809	0.440634319
810	0.4405521902
811	0.440450229
812	0.4402950989
813	0.4402314453
814	0.4401534837
815	0.440035707
816	0.4399317525
817	0.4398537821
818	0.4397129998
819	0.4396050446
820	0.4394535208
821	0.4393402381
822	0.4392579274
823	0.4390922243
824	0.4389634457
825	0.4388999069
826	0.4388247723
827	0.4387529239
828	0.4386446568
829	0.4385348531
830	0.4384868629
831	0.4383992682
832	0.4382766585
833	0.4381618215
834	0.4380666489
835	0.4379234109
836	0.437870752
837	0.4377559696
838	0.4376800775
839	0.4376259562
840	0.4374919048
841	0.4374167048
842	0.4373800626
843	0.4372456705
844	0.4371304456
845	0.4370382589
846	0.4368836028
847	0.4367842208
848	0.4366649754
849	0.4366009177
850	0.4365096942
851	0.4364379756
852	0.4363180131
853	0.4362300611
854	0.436146665
855	0.4360478401
856	0.4359621225
857	0.435840723
858	0.4357743684
859	0.43567877
860	0.4356065006
861	0.4354710722
862	0.4353677852
863	0.435318117
864	0.4351847259
865	0.4350670142
866	0.4349903684
867	0.4349431705
868	0.434876763
869	0.4348112641
870	0.4346951108
871	0.434618036
872	0.434537991
873	0.4344299937
874	0.4343178574
875	0.4342714334
876	0.4341613865
877	0.4340588903
878	0.4339881605
879	0.4338785468
880	0.4338199731
881	0.4337397211
882	0.4336927711
883	0.433614362
884	0.4335248756
885	0.433425813
886	0.4333451197
887	0.433244397
888	0.4331674593
889	0.4331178553
890	0.4330351594
891	0.4329518086
892	0.4328349094
893	0.432785388
894	0.4326637068
895	0.4325954196
896	0.4324869906
897	0.4323574483
898	0.4322557449
899	0.4322082075
900	0.4320716512
901	0.4320024509
902	0.4318866049
903	0.4317910155
904	0.4316027615
905	0.4315572754
906	0.4314899377
907	0.4314476911
908	0.4313346433
909	0.4312965863
910	0.4312425502
911	0.4311406799
912	0.4310755189
913	0.4309603152
914	0.4309143571
915	0.4307770375
916	0.4307212065
917	0.430624942
918	0.4305654601
919	0.4304923419
920	0.4304011901
921	0.4303424171
922	0.4302293602
923	0.4301630703
924	0.4300400061
925	0.4299517782
926	0.4298596641
927	0.4297779122
928	0.4296879326
929	0.4296018219
930	0.4294882493
931	0.4294518556
932	0.4293466458
933	0.4292305345
934	0.4291579476
935	0.4290625927
936	0.4289685377
937	0.4288310838
938	0.4287486402
939	0.4286795677
940	0.428607139
941	0.4285401246
942	0.4284816282
943	0.4283808288
944	0.4283091883
945	0.4282475282
946	0.4281375529
947	0.4280494436
948	0.4279464558
949	0.4278396242
950	0.4277711751
951	0.4276808771
952	0.4275925207
953	0.4274689898
954	0.4273379571
955	0.4272415599
956	0.4271620932
957	0.4270357981
958	0.4269871355
959	0.426893955
960	0.4268242492
961	0.4267429613
962	0.4266440672
963	0.4265884743
964	0.4265215708
965	0.4264286507
966	0.4263686209
967	0.4262445535
968	0.4261492531
969	0.4260953909
970	0.4260409254
971	0.4259314776
972	0.4258669584
973	0.4257873272
974	0.4257355566
975	0.4256598292
976	0.4255925296
977	0.4254299237
978	0.4253323422
979	0.4252710675
980	0.425132734
981	0.4250271774
982	0.4249910242
983	0.424937238
984	0.4248960188
985	0.4247078828
986	0.4246410082
987	0.4245572198
988	0.4245093542
989	0.4244783313
990	0.4243123649
991	0.4241790173
992	0.4241460849
993	0.4240703085
994	0.4239876866
995	0.4239129645
996	0.4237948382
997	0.4237453626
998	0.4236988026
999	0.4236601745
